5a74d39f4620c270377da3303322f6497f2125e6,DELETE,regular-file,longhun_mvp_reviewed/.gitignore,74,
8f393ea9c0c5f21804aac00cef675502c27ffe17,DELETE,regular-file,longhun_mvp_reviewed/baobao_workflow_v2.0.py,30082,
67316f7f08d19591f53049907d32294d6db38797,DELETE,regular-file,longhun_mvp_reviewed/cnsh_aligner_v1.0.py,39320,
bdcf6b667e4658f69167d1b540d332fe585538fd,DELETE,regular-file,longhun_mvp_reviewed/content_sovereignty_protocol_v2.0.py,46744,
657ea96c49e2c172a30de8d68ffaa5bcabc1e235,DELETE,regular-file,longhun_mvp_reviewed/lineage_verification_engine_v1.0.py,45355,
45d5922b0c9b7af7ae36e2817f330a65bbb3799a,DELETE,regular-file,longhun_mvp_reviewed/longhun_file_audit_foundation_v1.0.py,41552,
e5c1080c8a7db9159f3bd310b0316cf4183cfa54,DELETE,regular-file,longhun_mvp_reviewed/longhun_foundation_launcher_v1.0.py,38322,
5c0ca7698071009925d91a76595e7f324069e07a,DELETE,regular-file,longhun_mvp_reviewed/longhun_mvp_execution_engine_v2.0.py,54578,
b503b3dacdefece77f6de023cd61602eb6c07529,DELETE,regular-file,longhun_mvp_reviewed/longhun_mvp_launcher_v2.0.py,54058,
689f0b43a28df796ecc260d9ef8c98b99df0be42,DELETE,regular-file,longhun_mvp_reviewed/longhun_mvp_notion_integration_v2.0.py,44079,
67ae18bd1e07b3cbe693505214ac308e9f0fe45e,DELETE,regular-file,longhun_mvp_reviewed/longhun_mvp_setup_integration_v2.0.py,63157,
480b349566c9a71651ad2e8fe22f2511f0834aec,DELETE,regular-file,longhun_mvp_reviewed/script_manager_v1.0.py,29951,
